title,calorie,cook_time,servings,ratings,fat_g,protein_g,carb_g,fat_ratio,protein_ratio,carb_ratio,link
Pesto Shrimp Sandwich,441.0,15,4.0,4.55,16.0,35.6,38.0,0.33,0.32,0.3499999999999999,https://www.allrecipes.com/recipe/188746/pesto-shrimp-sandwich/
Turkey And Provolone Sandwiches,576.0,20,6.0,4.41,29.2,39.7,40.9,0.46,0.28,0.26,https://www.allrecipes.com/recipe/18883/turkey-and-provolone-sandwiches/
Chipotle And Roasted Corn Salsa,28.0,25,20.0,4.36,0.9,0.8,5.1,0.29,0.11,0.6,https://www.allrecipes.com/recipe/189124/chipotle-and-roasted-corn-salsa/
Pesto Grilled Cheese Sandwich,503.0,15,1.0,4.71,36.5,20.4,24.2,0.65,0.16,0.18999999999999997,https://www.allrecipes.com/recipe/189891/pesto-grilled-cheese-sandwich/
Curried Butternut Squash And Pear Soup,169.0,105,8.0,4.73,6.7,3.1,27.6,0.36,0.07,0.5700000000000001,https://www.allrecipes.com/recipe/189936/curried-butternut-squash-and-pear-soup/
Kimchi Jun Kimchi Pancake And Dipping Sauce,199.0,30,4.0,4.38,7.1,7.4,26.5,0.32,0.15,0.5299999999999999,https://www.allrecipes.com/recipe/190241/kimchi-jun-kimchi-pancake-and-dipping-sauce/
Arugula Salad With Cannellini Beans,466.0,23,4.0,4.48,9.5,23.1,71.2,0.18,0.2,0.6200000000000001,https://www.allrecipes.com/recipe/190797/arugula-salad-with-cannellini-beans/
Turkey Bacon Avocado Sandwich,708.0,15,1.0,4.69,44.9,39.7,38.3,0.57,0.22,0.21000000000000005,https://www.allrecipes.com/recipe/190813/turkey-bacon-avocado-sandwich/
Pressure Cooker Chili,353.0,35,6.0,4.66,14.9,22.3,35.2,0.38,0.25,0.37,https://www.allrecipes.com/recipe/192357/pressure-cooker-chili/
Guaco Tacos,455.0,20,6.0,4.62,21.1,13.8,70.1,0.42,0.12,0.4600000000000001,https://www.allrecipes.com/recipe/192599/guaco-tacos/
Moms Easy Pea Salad,184.0,190,12.0,4.74,11.7,6.9,13.7,0.57,0.15,0.28,https://www.allrecipes.com/recipe/192634/moms-easy-pea-salad/
Jerres Black Bean And Pork Tenderloin Slow Cooker Chili,245.0,610,8.0,4.59,2.8,24.0,31.9,0.1,0.39,0.51,https://www.allrecipes.com/recipe/193873/jerres-black-bean-and-pork-tenderloin-slow-cooker-chili/
Greek Alicious Pasta Salad,207.0,30,10.0,4.6,14.5,4.5,15.5,0.63,0.09,0.28,https://www.allrecipes.com/recipe/194071/greek-alicious-pasta-salad/
Green Hot Sauce Salsa Verde,6.0,35,32.0,4.31,0.1,0.2,1.1,0.15,0.13,0.72,https://www.allrecipes.com/recipe/197065/green-hot-sauce-salsa-verde/
One Egg Egg Drop Soup,51.0,20,4.0,4.47,2.1,2.7,5.0,0.37,0.21,0.42000000000000004,https://www.allrecipes.com/recipe/199091/one-egg-egg-drop-soup/
Southern Dill Potato Salad,279.0,70,8.0,4.62,24.1,5.9,10.8,0.78,0.08,0.13999999999999996,https://www.allrecipes.com/recipe/200165/southern-dill-potato-salad/
Turkey Avocado Panini,723.0,25,2.0,4.66,51.3,25.3,42.1,0.64,0.14,0.21999999999999997,https://www.allrecipes.com/recipe/201117/turkey-avocado-panini/
Curried Tofu Salad,149.0,110,6.0,4.63,9.5,6.8,11.6,0.57,0.18,0.25000000000000006,https://www.allrecipes.com/recipe/201152/curried-tofu-salad/
Virginas Tuna Salad,142.0,40,4.0,4.5,9.8,9.9,3.9,0.62,0.28,0.09999999999999998,https://www.allrecipes.com/recipe/20185/virginas-tuna-salad/
Mayo Free Tuna Sandwich Filling,119.0,5,2.0,4.54,3.5,17.9,3.4,0.26,0.6,0.14,https://www.allrecipes.com/recipe/202115/mayo-free-tuna-sandwich-filling/
Portabella Basil Sub,568.0,30,1.0,4.52,18.9,15.4,85.8,0.3,0.11,0.59,https://www.allrecipes.com/recipe/202247/portabella-basil-sub/
Broiled Reuben Sandwich,738.0,17,4.0,4.63,51.5,29.2,40.6,0.63,0.16,0.21,https://www.allrecipes.com/recipe/20581/broiled-reuben-sandwich/
Chunky And Creamy Potato Salad,318.0,100,12.0,4.48,20.2,11.6,22.5,0.57,0.15,0.28,https://www.allrecipes.com/recipe/206438/chunky-and-creamy-potato-salad/
Blt,439.0,15,1.0,4.77,27.8,17.9,28.8,0.57,0.16,0.27,https://www.allrecipes.com/recipe/209578/blt/
Leek And Fennel Soup,117.0,70,10.0,4.48,3.1,2.7,21.3,0.24,0.09,0.67,https://www.allrecipes.com/recipe/211111/leek-and-fennel-soup/
The Original Donair From The East Coast Of Canada ,450.0,590,6.0,4.48,14.3,22.4,57.3,0.29,0.2,0.51,https://www.allrecipes.com/recipe/211191/the-original-donair-from-the-east-coast-of-canada-/
Stuffy,536.0,20,4.0,4.87,22.0,19.0,64.2,0.37,0.14,0.49,https://www.allrecipes.com/recipe/212490/stuffy/
Turkey Wild Rice Soup Ii,252.0,80,8.0,4.66,15.2,14.3,14.4,0.54,0.23,0.22999999999999995,https://www.allrecipes.com/recipe/212664/turkey-wild-rice-soup-ii/
Sweet Leftover Turkey Salad,173.0,130,12.0,4.65,9.7,14.0,7.7,0.5,0.32,0.18,https://www.allrecipes.com/recipe/212688/sweet-leftover-turkey-salad/
White And Gold Pizza,361.0,80,6.0,4.59,17.1,11.6,40.1,0.43,0.13,0.44000000000000006,https://www.allrecipes.com/recipe/212730/white-and-gold-pizza/
Cbs Black Eyed Peas,168.0,265,10.0,4.43,2.5,11.2,26.1,0.13,0.27,0.6,https://www.allrecipes.com/recipe/213024/cbs-black-eyed-peas/
New Year Black Eyed Peas,307.0,680,10.0,4.73,13.4,18.1,27.9,0.39,0.24,0.37,https://www.allrecipes.com/recipe/213029/new-year-black-eyed-peas/
Beef And Swiss Wrap,311.0,10,2.0,4.07,8.7,33.6,32.6,0.25,0.43,0.32,https://www.allrecipes.com/recipe/213040/beef-and-swiss-wrap/
Mikes Mushroom Bread,279.0,30,12.0,4.73,12.8,10.9,30.6,0.41,0.16,0.43000000000000005,https://www.allrecipes.com/recipe/213125/mikes-mushroom-bread/
Sunday Afternoon Slow Cooked Spare Ribs,323.0,265,8.0,4.58,20.9,19.4,14.2,0.58,0.24,0.18000000000000005,https://www.allrecipes.com/recipe/213202/sunday-afternoon-slow-cooked-spare-ribs/
Tortilla Espanola,340.0,50,4.0,4.38,15.7,14.0,37.3,0.42,0.16,0.42000000000000004,https://www.allrecipes.com/recipe/213226/tortilla-espanola/
Lasagna Stuffed Mushrooms,263.0,50,2.0,4.41,12.7,26.8,9.9,0.43,0.41,0.1600000000000001,https://www.allrecipes.com/recipe/213229/lasagna-stuffed-mushrooms/
Quick And Easy Pimento Cheese,316.0,5,8.0,4.61,26.0,14.1,6.2,0.74,0.18,0.08000000000000002,https://www.allrecipes.com/recipe/21324/quick-and-easy-pimento-cheese/
Irish Potato Soup,358.0,50,8.0,4.57,15.1,16.8,39.4,0.38,0.19,0.43,https://www.allrecipes.com/recipe/213398/irish-potato-soup/
Traditional Indiana Breaded Tenderloin Sandwich ,478.0,90,4.0,4.8,14.7,29.6,55.8,0.28,0.25,0.47,https://www.allrecipes.com/recipe/213440/traditional-indiana-breaded-tenderloin-sandwich-/
Killer Chili,312.0,165,25.0,4.46,10.8,20.3,32.3,0.31,0.26,0.42999999999999994,https://www.allrecipes.com/recipe/213463/killer-chili/
Overnight Asparagus Mushroom Strata,349.0,555,8.0,4.62,18.9,21.2,24.7,0.49,0.24,0.27,https://www.allrecipes.com/recipe/213651/overnight-asparagus-mushroom-strata/
American Turkey Tacos,738.0,25,4.0,4.4,48.2,37.8,43.2,0.59,0.2,0.21000000000000002,https://www.allrecipes.com/recipe/213659/american-turkey-tacos/
Chakchouka Shakshouka,209.0,40,4.0,4.64,15.0,7.8,12.9,0.65,0.15,0.19999999999999998,https://www.allrecipes.com/recipe/213717/chakchouka-shakshouka/
Imas Potato Salad,424.0,40,6.0,4.73,28.7,11.7,32.0,0.61,0.11,0.28,https://www.allrecipes.com/recipe/213718/imas-potato-salad/
Saint Paddys Irish Sandwich,461.0,170,6.0,4.69,24.8,25.4,34.0,0.48,0.22,0.30000000000000004,https://www.allrecipes.com/recipe/213754/saint-paddys-irish-sandwich/
Hobo Beef And Vegetable Soup,362.0,375,6.0,4.32,10.8,23.7,45.6,0.27,0.26,0.47,https://www.allrecipes.com/recipe/213762/hobo-beef-and-vegetable-soup/
Caprese On A Stick,215.0,15,8.0,4.7,17.4,10.5,3.0,0.73,0.2,0.07,https://www.allrecipes.com/recipe/213849/caprese-on-a-stick/
Hawaiian Bruddah Potato Mac Macaroni Salad,387.0,530,20.0,4.65,27.7,5.7,30.2,0.64,0.06,0.3,https://www.allrecipes.com/recipe/213905/hawaiian-bruddah-potato-mac-macaroni-salad/
Mother In Law Eggs,57.0,30,12.0,4.68,4.6,3.3,0.8,0.73,0.23,0.04000000000000001,https://www.allrecipes.com/recipe/214051/mother-in-law-eggs/
Bacon Deviled Eggs,60.0,60,24.0,4.42,4.7,4.0,0.3,0.7,0.27,0.030000000000000027,https://www.allrecipes.com/recipe/214056/bacon-deviled-eggs/
Shrimp Deviled Eggs,79.0,65,24.0,4.67,6.5,4.1,1.3,0.74,0.21,0.05000000000000002,https://www.allrecipes.com/recipe/214057/shrimp-deviled-eggs/
Garlic Basil And Bacon Deviled Eggs,69.0,70,24.0,4.48,5.7,3.9,0.5,0.74,0.23,0.03,https://www.allrecipes.com/recipe/214059/garlic-basil-and-bacon-deviled-eggs/
Fabulous Fargozas,185.0,45,12.0,4.58,7.6,7.6,21.6,0.37,0.16,0.47,https://www.allrecipes.com/recipe/214062/fabulous-fargozas/
Roasted Carrot Salad,295.0,90,6.0,4.7,19.7,7.6,23.8,0.6,0.1,0.30000000000000004,https://www.allrecipes.com/recipe/214063/roasted-carrot-salad/
Turkey And Bacon Panini With Chipotle Mayonnaise,699.0,40,4.0,4.44,33.2,34.5,65.1,0.43,0.2,0.37000000000000005,https://www.allrecipes.com/recipe/214076/turkey-and-bacon-panini-with-chipotle-mayonnaise/
Philly Cheese Steak,520.0,30,4.0,4.42,26.4,27.6,42.0,0.46,0.21,0.33000000000000007,https://www.allrecipes.com/recipe/214095/philly-cheese-steak/
Beaumont Ranch Potato Salad,441.0,100,20.0,4.59,38.8,4.9,19.8,0.79,0.04,0.16999999999999996,https://www.allrecipes.com/recipe/214156/beaumont-ranch-potato-salad/
Fried Monte Cristo Sandwich,920.0,0,4.0,4.58,34.2,51.2,101.3,0.33,0.22,0.44999999999999996,https://www.allrecipes.com/recipe/214175/fried-monte-cristo-sandwich/
Out Of The Hat Rice,225.0,35,4.0,4.41,3.5,5.5,44.6,0.14,0.1,0.76,https://www.allrecipes.com/recipe/214485/out-of-the-hat-rice/
Soft N Fluffy Hamburger Buns,151.0,225,12.0,4.46,2.9,4.5,26.2,0.17,0.12,0.71,https://www.allrecipes.com/recipe/214554/soft-n-fluffy-hamburger-buns/
Steak Soup,361.0,135,8.0,4.67,12.9,36.0,26.9,0.32,0.4,0.2799999999999999,https://www.allrecipes.com/recipe/214556/steak-soup/
Giselas Butternut Squash Soup,245.0,50,4.0,4.59,8.6,4.5,42.6,0.32,0.07,0.6099999999999999,https://www.allrecipes.com/recipe/214563/giselas-butternut-squash-soup/
Cilantro Tabouli,94.0,215,6.0,4.55,4.8,2.2,11.8,0.46,0.09,0.45000000000000007,https://www.allrecipes.com/recipe/214609/cilantro-tabouli/
Sloppied Flank Steak Sandwiches,345.0,255,6.0,4.47,12.8,18.6,39.0,0.33,0.22,0.44999999999999996,https://www.allrecipes.com/recipe/214610/sloppied-flank-steak-sandwiches/
Mountain Mamas Potato Pancakes,131.0,25,8.0,4.61,7.3,6.3,10.1,0.5,0.19,0.31,https://www.allrecipes.com/recipe/214666/mountain-mamas-potato-pancakes/
Ranch Bacon And Parmesan Pasta Salad,584.0,165,6.0,4.34,28.3,17.7,62.8,0.44,0.12,0.44000000000000006,https://www.allrecipes.com/recipe/214672/ranch-bacon-and-parmesan-pasta-salad/
Easy Green Chile Stew,538.0,50,6.0,4.57,18.9,32.4,59.1,0.32,0.24,0.43999999999999995,https://www.allrecipes.com/recipe/214706/easy-green-chile-stew/
Mayo Free Potato Salad ,419.0,65,8.0,4.32,14.2,8.1,68.0,0.31,0.08,0.61,https://www.allrecipes.com/recipe/214708/mayo-free-potato-salad-/
Mothers Potato Salad,501.0,155,10.0,4.67,30.1,8.8,51.6,0.54,0.07,0.38999999999999996,https://www.allrecipes.com/recipe/214709/mothers-potato-salad/
California Potato Salad,416.0,90,4.0,4.7,17.0,16.3,50.7,0.37,0.16,0.47,https://www.allrecipes.com/recipe/214710/california-potato-salad/
Potato Salad Deviled Eggs,58.0,60,16.0,4.72,2.9,3.6,4.7,0.45,0.25,0.30000000000000004,https://www.allrecipes.com/recipe/214713/potato-salad-deviled-eggs/
Grandma Bellows Lemony Shrimp Macaroni Salad With Herbs,214.0,105,12.0,4.59,16.4,8.1,9.0,0.69,0.15,0.16000000000000006,https://www.allrecipes.com/recipe/214732/grandma-bellows-lemony-shrimp-macaroni-salad-with-herbs/
Roasted Potato Salad With Balsamic Dressing,254.0,360,8.0,4.41,18.0,5.7,18.7,0.64,0.09,0.27,https://www.allrecipes.com/recipe/214735/roasted-potato-salad-with-balsamic-dressing/
Ukrainian Salat Vinaigrette Beet Salad,68.0,540,16.0,4.59,1.9,1.6,12.0,0.25,0.09,0.66,https://www.allrecipes.com/recipe/214756/ukrainian-salat-vinaigrette-beet-salad/
Sloppy Joe Pockets,197.0,55,12.0,4.4,11.3,8.6,15.4,0.52,0.17,0.30999999999999994,https://www.allrecipes.com/recipe/214809/sloppy-joe-pockets/
Christys Awesome Hot Ham And Cheese,516.0,11,1.0,4.49,33.5,26.4,26.9,0.58,0.2,0.22000000000000003,https://www.allrecipes.com/recipe/214825/christys-awesome-hot-ham-and-cheese/
Grilled Portobello With Basil Mayonnaise Sandwich,412.0,25,6.0,4.7,27.7,8.3,35.6,0.61,0.08,0.31,https://www.allrecipes.com/recipe/214903/grilled-portobello-with-basil-mayonnaise-sandwich/
Summer Anytime Crisp Corn Salad,162.0,40,4.0,4.49,4.5,3.5,30.5,0.25,0.09,0.66,https://www.allrecipes.com/recipe/214920/summer-anytime-crisp-corn-salad/
Sesame Noodle Salad,338.0,20,8.0,4.51,16.8,7.3,40.8,0.45,0.09,0.4600000000000001,https://www.allrecipes.com/recipe/214921/sesame-noodle-salad/
Farro Salad With Asparagus And Parmesan,223.0,795,12.0,4.81,9.1,7.9,32.4,0.37,0.14,0.49,https://www.allrecipes.com/recipe/214924/farro-salad-with-asparagus-and-parmesan/
Grilled Corn Salad,103.0,70,6.0,4.59,2.8,3.4,19.7,0.24,0.13,0.63,https://www.allrecipes.com/recipe/214934/grilled-corn-salad/
Heirloom Tomato Salad With Pearl Couscous,249.0,90,10.0,4.88,17.2,5.5,19.9,0.62,0.09,0.29000000000000004,https://www.allrecipes.com/recipe/214939/heirloom-tomato-salad-with-pearl-couscous/
Shrimp And Pineapple Ceviche,195.0,90,4.0,4.82,8.3,15.6,17.4,0.38,0.32,0.3,https://www.allrecipes.com/recipe/214965/shrimp-and-pineapple-ceviche/
Watermelon And Tomato Salad,373.0,15,2.0,4.69,27.7,11.3,22.9,0.67,0.12,0.20999999999999996,https://www.allrecipes.com/recipe/214966/watermelon-and-tomato-salad/
Thai Style Cucumber Salad,113.0,25,2.0,4.42,4.8,2.1,17.6,0.38,0.07,0.55,https://www.allrecipes.com/recipe/214968/thai-style-cucumber-salad/
Triple Decker Grilled Shrimp Blt With Avocado And Chipotle Mayo,1433.0,40,2.0,4.5,119.0,37.8,59.6,0.75,0.11,0.14,https://www.allrecipes.com/recipe/214970/triple-decker-grilled-shrimp-blt-with-avocado-and-chipotle-mayo/
Sugar Snap Pea Salad Ii,197.0,80,4.0,4.47,16.2,4.0,9.4,0.74,0.08,0.18,https://www.allrecipes.com/recipe/214983/sugar-snap-pea-salad-ii/
Strawberry Melon Summer Salad,100.0,20,6.0,4.76,0.4,3.3,22.7,0.04,0.13,0.83,https://www.allrecipes.com/recipe/214986/strawberry-melon-summer-salad/
Diner Style Baked Potato Home Fries,126.0,55,4.0,4.43,5.9,2.0,17.0,0.42,0.06,0.52,https://www.allrecipes.com/recipe/214989/diner-style-baked-potato-home-fries/
Grilled Portobello Sandwich With Roasted Red Pepper And Mozzarella,520.0,55,4.0,4.76,38.8,12.7,32.0,0.67,0.1,0.22999999999999995,https://www.allrecipes.com/recipe/215022/grilled-portobello-sandwich-with-roasted-red-pepper-and-mozzarella/
Taco Slaw,27.0,20,6.0,4.47,0.1,1.1,6.6,0.03,0.16,0.8099999999999999,https://www.allrecipes.com/recipe/215030/taco-slaw/
Almond Citrus Couscous,266.0,90,3.0,4.48,14.3,7.9,27.0,0.48,0.12,0.4,https://www.allrecipes.com/recipe/215035/almond-citrus-couscous/
Refreshing Lentil Salad,431.0,115,4.0,4.55,19.4,19.9,44.8,0.41,0.18,0.4100000000000001,https://www.allrecipes.com/recipe/215280/refreshing-lentil-salad/
Kickin Spicy Turkey Beer Chili,298.0,165,8.0,4.47,7.4,20.2,38.4,0.22,0.27,0.51,https://www.allrecipes.com/recipe/215307/kickin-spicy-turkey-beer-chili/
Hearty Vegan Slow Cooker Chili,134.0,355,15.0,4.49,2.4,6.3,24.8,0.16,0.19,0.6499999999999999,https://www.allrecipes.com/recipe/215311/hearty-vegan-slow-cooker-chili/
Zucchini E Pomodori Gratinati Zucchini And Tomato Gratin,412.0,60,2.0,4.71,26.4,23.8,24.9,0.58,0.23,0.19000000000000003,https://www.allrecipes.com/recipe/215420/zucchini-e-pomodori-gratinati-zucchini-and-tomato-gratin/
Lunch Box Pita Pockets,558.0,10,1.0,4.55,37.7,17.1,36.6,0.61,0.12,0.27,https://www.allrecipes.com/recipe/215466/lunch-box-pita-pockets/
Berry Fruit Salad,45.0,10,6.0,4.56,0.4,0.9,10.9,0.08,0.08,0.8400000000000001,https://www.allrecipes.com/recipe/215472/berry-fruit-salad/
Warm Green Bean And Potato Salad With Goat Cheese,252.0,30,8.0,4.45,9.6,9.2,28.6,0.34,0.15,0.5099999999999999,https://www.allrecipes.com/recipe/215479/warm-green-bean-and-potato-salad-with-goat-cheese/
Salade Lyonnaise,709.0,50,4.0,4.53,67.5,13.7,12.5,0.86,0.08,0.06000000000000001,https://www.allrecipes.com/recipe/215482/salade-lyonnaise/
Cool Cucumber And Avocado Salad,146.0,20,6.0,4.68,10.1,2.4,15.8,0.62,0.07,0.31,https://www.allrecipes.com/recipe/215522/cool-cucumber-and-avocado-salad/
Cucumber Melon Salsa,32.0,150,14.0,4.59,1.1,0.8,5.6,0.31,0.1,0.59,https://www.allrecipes.com/recipe/215553/cucumber-melon-salsa/
Cucumber Tomato Salad With Zucchini And Black Olives In Lemon Balsamic Vinaigrette,242.0,30,6.0,4.54,21.6,2.2,12.2,0.8,0.04,0.15999999999999995,https://www.allrecipes.com/recipe/215554/cucumber-tomato-salad-with-zucchini-and-black-olives-in-lemon-balsamic-vinaigrette/
Blue Cucumber Salad,221.0,80,4.0,4.57,17.1,6.6,12.3,0.7,0.12,0.18000000000000005,https://www.allrecipes.com/recipe/215560/blue-cucumber-salad/
Veggie Bulgur Salad Kisir,216.0,40,6.0,4.37,9.8,5.3,30.4,0.41,0.1,0.4900000000000001,https://www.allrecipes.com/recipe/215596/veggie-bulgur-salad-kisir/
Mozzarella Basil Bread,26.0,140,16.0,4.55,1.2,2.2,1.5,0.42,0.34,0.24000000000000005,https://www.allrecipes.com/recipe/215618/mozzarella-basil-bread/
Baked Potato Salad,322.0,530,12.0,4.44,17.5,13.2,28.6,0.49,0.16,0.35,https://www.allrecipes.com/recipe/215624/baked-potato-salad/
Vegan Arepas Made With Polenta,563.0,35,4.0,4.53,31.5,13.6,64.0,0.5,0.1,0.4,https://www.allrecipes.com/recipe/215633/vegan-arepas-made-with-polenta/
Mexican Blackened Corn,179.0,70,4.0,4.79,7.5,8.6,21.3,0.38,0.19,0.43,https://www.allrecipes.com/recipe/215674/mexican-blackened-corn/
Spicy Dill Potato Salad,153.0,215,12.0,4.5,3.9,5.5,25.8,0.23,0.14,0.63,https://www.allrecipes.com/recipe/215695/spicy-dill-potato-salad/
Grilled Sweet Onions,168.0,50,6.0,4.5,11.8,2.4,14.6,0.63,0.06,0.31,https://www.allrecipes.com/recipe/215788/grilled-sweet-onions/
Grapefruit And Avocado Salad ,322.0,25,8.0,4.54,23.8,3.1,29.5,0.67,0.04,0.29,https://www.allrecipes.com/recipe/215979/grapefruit-and-avocado-salad-/
Spaghetti Tacos,236.0,20,12.0,4.46,6.2,6.8,38.5,0.24,0.12,0.64,https://www.allrecipes.com/recipe/216053/spaghetti-tacos/
Tinas Halloween Quesadillas ,470.0,70,6.0,4.59,18.2,17.5,59.2,0.35,0.15,0.5,https://www.allrecipes.com/recipe/216067/tinas-halloween-quesadillas-/
Kids Octopus Soup,200.0,30,8.0,4.44,16.4,8.5,3.1,0.74,0.17,0.09,https://www.allrecipes.com/recipe/216069/kids-octopus-soup/
Mexican Goulash,588.0,30,6.0,4.47,20.4,32.3,70.6,0.31,0.22,0.47,https://www.allrecipes.com/recipe/216076/mexican-goulash/
Garlic Bread Spread,274.0,25,10.0,4.64,12.1,6.8,34.0,0.4,0.1,0.5,https://www.allrecipes.com/recipe/216077/garlic-bread-spread/
Karens First Place Chili,365.0,90,8.0,4.42,21.4,23.1,24.5,0.53,0.25,0.21999999999999997,https://www.allrecipes.com/recipe/216090/karens-first-place-chili/
Tuscan Smoked Turkey Bean Soup,454.0,740,6.0,4.5,8.8,40.1,53.8,0.17,0.35,0.48,https://www.allrecipes.com/recipe/216095/tuscan-smoked-turkey-bean-soup/
Pammys Slow Cooker Beans,415.0,855,10.0,4.45,10.8,25.3,56.0,0.23,0.24,0.53,https://www.allrecipes.com/recipe/216098/pammys-slow-cooker-beans/
Split Pea Smoked Turkey Soup,613.0,265,8.0,4.58,17.5,63.1,49.1,0.26,0.41,0.33,https://www.allrecipes.com/recipe/216100/split-pea-smoked-turkey-soup/
Tams Black Eye Peas,132.0,150,15.0,4.95,4.3,9.8,13.4,0.29,0.3,0.41,https://www.allrecipes.com/recipe/216103/tams-black-eye-peas/
Smoked Turkey Split Pea Soup,641.0,75,8.0,4.67,9.8,61.2,78.2,0.14,0.38,0.48,https://www.allrecipes.com/recipe/216104/smoked-turkey-split-pea-soup/
Old Mans Turkey Noodle Soup,234.0,150,8.0,4.74,5.8,29.5,14.9,0.22,0.5,0.28,https://www.allrecipes.com/recipe/216109/old-mans-turkey-noodle-soup/
Southern Yank Pulled Pork Bbq,419.0,435,6.0,4.44,13.9,26.5,47.6,0.3,0.25,0.44999999999999996,https://www.allrecipes.com/recipe/216155/southern-yank-pulled-pork-bbq/
Dripping Roast Beef Sandwiches With Melted Provolone,436.0,13,4.0,4.41,17.1,32.7,41.0,0.35,0.3,0.35000000000000003,https://www.allrecipes.com/recipe/216297/dripping-roast-beef-sandwiches-with-melted-provolone/
Easy Money Breakfast Burritos,338.0,60,10.0,4.5,21.4,18.4,17.6,0.57,0.22,0.21000000000000005,https://www.allrecipes.com/recipe/216357/easy-money-breakfast-burritos/
Easy Homemade Beef And Ricotta Ravioli,641.0,40,3.0,4.41,26.3,42.5,56.3,0.37,0.27,0.36,https://www.allrecipes.com/recipe/216423/easy-homemade-beef-and-ricotta-ravioli/
Day After Thanksgiving Turkey Pho,755.0,150,4.0,4.8,27.3,24.0,99.7,0.33,0.13,0.5399999999999999,https://www.allrecipes.com/recipe/216529/day-after-thanksgiving-turkey-pho/
Spicy Tuna Sandwich,529.0,15,2.0,4.57,32.7,28.3,30.2,0.56,0.21,0.22999999999999995,https://www.allrecipes.com/recipe/216541/spicy-tuna-sandwich/
Grilled Bacon Apple Sandwich,832.0,25,2.0,4.52,51.3,28.5,72.6,0.55,0.14,0.30999999999999994,https://www.allrecipes.com/recipe/216551/grilled-bacon-apple-sandwich/
Antipasto Salad Ii,383.0,30,10.0,4.78,29.1,21.7,7.9,0.68,0.23,0.08999999999999994,https://www.allrecipes.com/recipe/216641/antipasto-salad-ii/
Black Bean Soup With Bacon,172.0,45,6.0,4.47,9.6,8.5,12.1,0.5,0.2,0.3,https://www.allrecipes.com/recipe/216642/black-bean-soup-with-bacon/
Brown Sugar Brats,611.0,195,12.0,4.42,33.4,17.1,62.7,0.49,0.11,0.4,https://www.allrecipes.com/recipe/216682/brown-sugar-brats/
Pittsburgh Sandwich,892.0,45,4.0,4.57,45.3,42.7,79.5,0.46,0.19,0.35000000000000003,https://www.allrecipes.com/recipe/216684/pittsburgh-sandwich/
Pittsburgh Ham Barbecue Sandwich,288.0,105,8.0,4.36,11.0,12.6,34.9,0.34,0.18,0.4799999999999999,https://www.allrecipes.com/recipe/216685/pittsburgh-ham-barbecue-sandwich/
Spinach And Bacon Quiche,506.0,50,8.0,4.72,41.5,19.8,14.3,0.74,0.16,0.1,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/
Grilled Turkey Reuben Sandwiches,760.0,20,2.0,4.65,43.9,44.7,48.9,0.52,0.24,0.24,https://www.allrecipes.com/recipe/216726/grilled-turkey-reuben-sandwiches/
Open Face Mozzarella Sandwich,205.0,25,4.0,4.64,13.6,7.0,12.6,0.6,0.14,0.26,https://www.allrecipes.com/recipe/216817/open-face-mozzarella-sandwich/
Nippy Pork Salad,137.0,255,4.0,4.55,3.5,21.8,3.3,0.23,0.64,0.13,https://www.allrecipes.com/recipe/216818/nippy-pork-salad/
Sassy Tailgate Sandwiches,585.0,60,12.0,4.65,26.6,30.8,44.7,0.41,0.21,0.3800000000000001,https://www.allrecipes.com/recipe/216837/sassy-tailgate-sandwiches/
Beef Chimichangas,369.0,40,6.0,4.48,25.4,19.7,15.8,0.62,0.21,0.17,https://www.allrecipes.com/recipe/216914/beef-chimichangas/
